Timestamp,UsageVolume,UsageType
2012-11-04 16:19:00,0.0,None
2012-11-04 16:20:00,0.0,None
2012-11-04 16:21:00,0.0,None
2012-11-04 16:22:00,0.0,None
2012-11-04 16:23:00,0.0,None
2012-11-04 16:24:00,0.0,None
2012-11-04 16:25:00,0.0,None
2012-11-04 16:26:00,0.0,None
2012-11-04 16:27:00,0.0,None
2012-11-04 16:28:00,0.0,None
2012-11-04 16:29:00,0.0,None
2012-11-04 16:30:00,0.0,None
2012-11-04 16:31:00,0.0,None
2012-11-04 16:32:00,0.0,None
2012-11-04 16:33:00,0.0,None
2012-11-04 16:34:00,0.0,None
2012-11-04 16:35:00,0.0,None
2012-11-04 16:36:00,0.0,None
2012-11-04 16:37:00,0.0,None
2012-11-04 16:38:00,0.0,None
2012-11-04 16:39:00,0.0,None
2012-11-04 16:40:00,0.0,None
2012-11-04 16:41:00,0.0,None
2012-11-04 16:42:00,0.0,None
2012-11-04 16:43:00,0.0,None
2012-11-04 16:44:00,0.0,None
2012-11-04 16:45:00,0.0,None
2012-11-04 16:46:00,0.0,None
2012-11-04 16:47:00,0.0,None
2012-11-04 16:48:00,0.0,None
2012-11-04 16:49:00,0.0,None
2012-11-04 16:50:00,0.0,None
2012-11-04 16:51:00,0.0,None
2012-11-04 16:52:00,0.0,None
2012-11-04 16:53:00,0.0,None
2012-11-04 16:54:00,0.0,None
2012-11-04 16:55:00,0.0,None
2012-11-04 16:56:00,0.0,None
2012-11-04 16:57:00,0.0,None
2012-11-04 16:58:00,0.0,None
2012-11-04 16:59:00,0.016,Leak
2012-11-04 17:00:00,0.0,None
2012-11-04 17:01:00,0.0,None
2012-11-04 17:02:00,0.0,None
2012-11-04 17:03:00,0.0,None
2012-11-04 17:04:00,0.0,None
2012-11-04 17:05:00,0.0087999999999996,Leak
2012-11-04 17:06:00,0.45419999999999977,Faucet
2012-11-04 17:07:00,0.028,Faucet
2012-11-04 17:08:00,0.017,Leak
2012-11-04 17:09:00,0.0,None
2012-11-04 17:10:00,0.0,None
2012-11-04 17:11:00,0.0,None
2012-11-04 17:12:00,0.0,None
2012-11-04 17:13:00,0.361,Faucet
2012-11-04 17:14:00,0.033,Leak
2012-11-04 17:15:00,0.023,Faucet
2012-11-04 17:16:00,0.0,None
2012-11-04 17:17:00,0.143,Faucet
2012-11-04 17:18:00,0.0,None
2012-11-04 17:19:00,0.248,Faucet
2012-11-04 17:20:00,0.128,Faucet
2012-11-04 17:21:00,0.0,None
2012-11-04 17:22:00,0.0,None
2012-11-04 17:23:00,0.0,None
2012-11-04 17:24:00,0.08,Faucet
2012-11-04 17:25:00,0.017,Leak
2012-11-04 17:26:00,0.0,None
2012-11-04 17:27:00,0.0,None
2012-11-04 17:28:00,0.5909999999999999,Faucet
2012-11-04 17:29:00,0.872,Faucet
2012-11-04 17:30:00,0.0,None
2012-11-04 17:31:00,0.0064615384615383,Leak
2012-11-04 17:32:00,0.0129230769230766,Leak
2012-11-04 17:33:00,0.0086153846153844,Leak
2012-11-04 17:34:00,0.0,None
2012-11-04 17:35:00,0.0,None
2012-11-04 17:36:00,0.0,None
2012-11-04 17:37:00,0.0,None
2012-11-04 17:38:00,0.0925,Faucet
2012-11-04 17:39:00,0.0925,Faucet
2012-11-04 17:40:00,0.9327500000000001,Faucet
2012-11-04 17:41:00,0.40525,Faucet
2012-11-04 17:42:00,0.0,None
2012-11-04 17:43:00,0.0,None
2012-11-04 17:44:00,0.024,Leak
2012-11-04 17:45:00,0.0,None
2012-11-04 17:46:00,0.0,None
2012-11-04 17:47:00,0.0,None
2012-11-04 17:48:00,0.004,Leak
2012-11-04 17:49:00,0.012,Leak
2012-11-04 17:50:00,0.139,Faucet
2012-11-04 17:51:00,0.0,None
2012-11-04 17:52:00,0.0,None
2012-11-04 17:53:00,0.0,None
2012-11-04 17:54:00,0.0,None
2012-11-04 17:55:00,0.0,None
2012-11-04 17:56:00,0.0,None
2012-11-04 17:57:00,0.0,None
2012-11-04 17:58:00,0.0,None
2012-11-04 17:59:00,0.0,None
2012-11-04 18:00:00,0.0,None
2012-11-04 18:01:00,0.0,None
2012-11-04 18:02:00,0.0,None
2012-11-04 18:03:00,0.0,None
2012-11-04 18:04:00,0.0,None
2012-11-04 18:05:00,0.0,None
2012-11-04 18:06:00,0.0,None
2012-11-04 18:07:00,0.0,None
2012-11-04 18:08:00,0.0,None
2012-11-04 18:09:00,0.0,None
2012-11-04 18:10:00,0.0,None
2012-11-04 18:11:00,0.0,None
2012-11-04 18:12:00,0.0,None
2012-11-04 18:13:00,0.0,None
2012-11-04 18:14:00,0.0,None
2012-11-04 18:15:00,0.0,None
2012-11-04 18:16:00,0.0,None
2012-11-04 18:17:00,0.0,None
2012-11-04 18:18:00,0.0,None
2012-11-04 18:19:00,0.0,None
2012-11-04 18:20:00,0.0,None
2012-11-04 18:21:00,0.0,None
2012-11-04 18:22:00,0.0,None
2012-11-04 18:23:00,0.0,None
2012-11-04 18:24:00,0.0,None
2012-11-04 18:25:00,0.0,None
2012-11-04 18:26:00,0.0,None
2012-11-04 18:27:00,0.0,None
2012-11-04 18:28:00,0.0,None
2012-11-04 18:29:00,0.0,None
2012-11-04 18:30:00,0.0,None
2012-11-04 18:31:00,0.0,None
2012-11-04 18:32:00,0.0,None
2012-11-04 18:33:00,0.0,None
2012-11-04 18:34:00,0.0,None
2012-11-04 18:35:00,0.0,None
2012-11-04 18:36:00,0.0,None
2012-11-04 18:37:00,0.0,None
2012-11-04 18:38:00,0.0,None
2012-11-04 18:39:00,0.0,None
2012-11-04 18:40:00,0.0,None
2012-11-04 18:41:00,0.0,None
2012-11-04 18:42:00,0.0,None
2012-11-04 18:43:00,0.0,None
2012-11-04 18:44:00,0.0,None
2012-11-04 18:45:00,0.0,None
2012-11-04 18:46:00,0.0,None
2012-11-04 18:47:00,0.0,None
2012-11-04 18:48:00,0.0,None
2012-11-04 18:49:00,0.0,None
2012-11-04 18:50:00,0.0,None
2012-11-04 18:51:00,0.0,None
2012-11-04 18:52:00,0.02,Faucet
2012-11-04 18:53:00,0.3451428571428571,Faucet
2012-11-04 18:54:00,0.0388571428571428,Leak
2012-11-04 18:55:00,0.0,None
2012-11-04 18:56:00,0.0148333333333333,Faucet
2012-11-04 18:57:00,0.0741666666666665,Faucet
2012-11-04 18:58:00,0.0,None
2012-11-04 18:59:00,0.0,None
2012-11-04 19:00:00,0.0,None
2012-11-04 19:01:00,0.0,None
2012-11-04 19:02:00,0.0,None
2012-11-04 19:03:00,0.0,None
2012-11-04 19:04:00,0.0,None
2012-11-04 19:05:00,0.0,None
2012-11-04 19:06:00,0.0,None
2012-11-04 19:07:00,0.0,None
2012-11-04 19:08:00,0.0,None
2012-11-04 19:09:00,0.0,None
2012-11-04 19:10:00,0.0,None
2012-11-04 19:11:00,0.0,None
2012-11-04 19:12:00,0.0,None
2012-11-04 19:13:00,0.0,None
2012-11-04 19:14:00,0.0,None
2012-11-04 19:15:00,0.0,None
2012-11-04 19:16:00,0.2339999999999998,Faucet
2012-11-04 19:17:00,0.1169999999999999,Faucet
2012-11-04 19:18:00,0.0141052631578944,Leak
2012-11-04 19:19:00,0.0211578947368416,Leak
2012-11-04 19:20:00,0.0211578947368416,Leak
2012-11-04 19:21:00,0.0105789473684208,Leak
2012-11-04 19:22:00,0.0,None
2012-11-04 19:23:00,0.0,None
2012-11-04 19:24:00,0.0,None
2012-11-04 19:25:00,0.0,None
2012-11-04 19:26:00,0.0,None
2012-11-04 19:27:00,0.017,Leak
2012-11-04 19:28:00,0.0,None
2012-11-04 19:29:00,0.0,None
2012-11-04 19:30:00,0.034,Leak
2012-11-04 19:31:00,0.0,None
2012-11-04 19:32:00,0.0,None
2012-11-04 19:33:00,0.0,None
2012-11-04 19:34:00,0.0,None
2012-11-04 19:35:00,0.0,None
2012-11-04 19:36:00,0.0,None
2012-11-04 19:37:00,0.177,Faucet
2012-11-04 19:38:00,0.0,None
2012-11-04 19:39:00,0.183,Faucet
2012-11-04 19:40:00,0.0,None
2012-11-04 19:41:00,0.256,Faucet
2012-11-04 19:42:00,0.36075,Faucet
2012-11-04 19:43:00,0.14782894736842078,Faucet
2012-11-04 19:44:00,0.0413684210526312,Leak
2012-11-04 19:45:00,0.0413684210526312,Leak
2012-11-04 19:46:00,0.0206842105263156,Leak
2012-11-04 19:47:00,0.025454545454545,Faucet
2012-11-04 19:48:00,0.030545454545454,Faucet
2012-11-04 19:49:00,0.0106216216216215,Leak
2012-11-04 19:50:00,0.021243243243243,Leak
2012-11-04 19:51:00,0.021243243243243,Leak
2012-11-04 19:52:00,0.021243243243243,Leak
2012-11-04 19:53:00,0.021243243243243,Leak
2012-11-04 19:54:00,0.021243243243243,Leak
2012-11-04 19:55:00,0.014162162162162,Leak
2012-11-04 19:56:00,0.0,None
2012-11-04 19:57:00,0.0,None
2012-11-04 19:58:00,0.0,None
2012-11-04 19:59:00,0.0,None
2012-11-04 20:00:00,0.0,None
2012-11-04 20:01:00,0.0,None
2012-11-04 20:02:00,0.0,None
2012-11-04 20:03:00,0.0,None
2012-11-04 20:04:00,0.0,None
2012-11-04 20:05:00,0.0,None
2012-11-04 20:06:00,0.0,None
2012-11-04 20:07:00,0.0,None
2012-11-04 20:08:00,0.0,None
2012-11-04 20:09:00,0.0,None
2012-11-04 20:10:00,0.0,None
2012-11-04 20:11:00,0.0,None
2012-11-04 20:12:00,0.0,None
2012-11-04 20:13:00,0.0,None
2012-11-04 20:14:00,0.0,None
2012-11-04 20:15:00,0.0,None
2012-11-04 20:16:00,0.8544,Faucet
2012-11-04 20:17:00,0.5696,Faucet
2012-11-04 20:18:00,0.0125,Leak
2012-11-04 20:19:00,0.0125,Leak
2012-11-04 20:20:00,0.0274,Faucet
2012-11-04 20:21:00,0.38060000000000005,Faucet
2012-11-04 20:22:00,0.32599999999999996,Faucet
2012-11-04 20:23:00,0.20800000000000002,Faucet
2012-11-04 20:24:00,0.0,None
2012-11-04 20:25:00,0.217,Faucet
2012-11-04 20:26:00,0.3026666666666664,Faucet
2012-11-04 20:27:00,0.3233333333333332,Faucet
2012-11-04 20:28:00,0.168,Faucet
2012-11-04 20:29:00,0.2434,Faucet
2012-11-04 20:30:00,0.4676,Faucet
2012-11-04 20:31:00,0.0,None
2012-11-04 20:32:00,0.0,None
2012-11-04 20:33:00,0.0036296296296296,Faucet
2012-11-04 20:34:00,0.021777777777777597,Faucet
2012-11-04 20:35:00,0.021777777777777597,Faucet
2012-11-04 20:36:00,0.021777777777777597,Faucet
2012-11-04 20:37:00,0.021777777777777597,Faucet
2012-11-04 20:38:00,0.2152592592592592,Faucet
2012-11-04 20:39:00,0.0,None
2012-11-04 20:40:00,0.0111304347826084,Leak
2012-11-04 20:41:00,0.016695652173912598,Leak
2012-11-04 20:42:00,0.016695652173912598,Leak
2012-11-04 20:43:00,0.016695652173912598,Leak
2012-11-04 20:44:00,0.0027826086956521,Leak
2012-11-04 20:45:00,0.0,None
2012-11-04 20:46:00,0.0,None
2012-11-04 20:47:00,0.0,None
2012-11-04 20:48:00,0.0,None
2012-11-04 20:49:00,0.0,None
2012-11-04 20:50:00,0.0,None
2012-11-04 20:51:00,0.0,None
2012-11-04 20:52:00,0.0,None
2012-11-04 20:53:00,0.0,None
2012-11-04 20:54:00,0.0,None
2012-11-04 20:55:00,0.0,None
2012-11-04 20:56:00,0.0,None
2012-11-04 20:57:00,0.0,None
2012-11-04 20:58:00,0.0,None
2012-11-04 20:59:00,0.0,None
2012-11-04 21:00:00,0.0,None
2012-11-04 21:01:00,0.0,None
2012-11-04 21:02:00,0.0,None
2012-11-04 21:03:00,0.0,None
2012-11-04 21:04:00,0.0,None
2012-11-04 21:05:00,0.0,None
2012-11-04 21:06:00,0.0,None
2012-11-04 21:07:00,0.0,None
2012-11-04 21:08:00,0.0,None
2012-11-04 21:09:00,0.0,None
2012-11-04 21:10:00,0.0,None
2012-11-04 21:11:00,0.0,None
2012-11-04 21:12:00,0.0,None
2012-11-04 21:13:00,0.0,None
2012-11-04 21:14:00,0.0,None
2012-11-04 21:15:00,0.0,None
2012-11-04 21:16:00,0.0,None
2012-11-04 21:17:00,0.0,None
2012-11-04 21:18:00,0.0,None
2012-11-04 21:19:00,0.0,None
2012-11-04 21:20:00,0.0,None
2012-11-04 21:21:00,0.0,None
2012-11-04 21:22:00,0.0,None
2012-11-04 21:23:00,0.0,None
2012-11-04 21:24:00,0.0,None
2012-11-04 21:25:00,0.0,None
2012-11-04 21:26:00,0.0,None
2012-11-04 21:27:00,0.0,None
2012-11-04 21:28:00,0.0,None
2012-11-04 21:29:00,0.0,None
2012-11-04 21:30:00,0.0,None
2012-11-04 21:31:00,0.0,None
2012-11-04 21:32:00,0.0,None
2012-11-04 21:33:00,0.0,None
2012-11-04 21:34:00,0.0,None
2012-11-04 21:35:00,0.0,None
2012-11-04 21:36:00,0.0,None
2012-11-04 21:37:00,0.0,None
2012-11-04 21:38:00,0.0,None
2012-11-04 21:39:00,0.0,None
2012-11-04 21:40:00,0.0,None
2012-11-04 21:41:00,0.0,None
2012-11-04 21:42:00,0.0,None
2012-11-04 21:43:00,0.0,None
2012-11-04 21:44:00,0.0,None
2012-11-04 21:45:00,0.031,Faucet
2012-11-04 21:46:00,0.0,None
2012-11-04 21:47:00,0.0,None
2012-11-04 21:48:00,0.0,None
2012-11-04 21:49:00,0.0,None
2012-11-04 21:50:00,0.0,None
2012-11-04 21:51:00,0.0,None
2012-11-04 21:52:00,0.0,None
2012-11-04 21:53:00,0.0,None
2012-11-04 21:54:00,0.0,None
2012-11-04 21:55:00,0.0,None
2012-11-04 21:56:00,0.0,None
2012-11-04 21:57:00,0.0,None
2012-11-04 21:58:00,0.017,Leak
2012-11-04 21:59:00,0.24,Faucet
2012-11-04 22:00:00,0.0,None
2012-11-04 22:01:00,0.0,None
2012-11-04 22:02:00,0.0,None
2012-11-04 22:03:00,0.0,None
2012-11-04 22:04:00,0.0,None
2012-11-04 22:05:00,0.0,None
2012-11-04 22:06:00,0.0,None
2012-11-04 22:07:00,0.0,None
2012-11-04 22:08:00,0.0,None
2012-11-04 22:09:00,0.0,None
2012-11-04 22:10:00,0.0,None
2012-11-04 22:11:00,0.0,None
2012-11-04 22:12:00,0.0,None
2012-11-04 22:13:00,0.0,None
2012-11-04 22:14:00,0.0,None
2012-11-04 22:15:00,0.0,None
2012-11-04 22:16:00,0.0,None
2012-11-04 22:17:00,0.0,None
2012-11-04 22:18:00,0.0,None
2012-11-04 22:19:00,0.0,None
2012-11-04 22:20:00,0.0,None
2012-11-04 22:21:00,0.0,None
2012-11-04 22:22:00,0.0,None
2012-11-04 22:23:00,0.0,None
2012-11-04 22:24:00,0.0,None
2012-11-04 22:25:00,0.0,None
2012-11-04 22:26:00,0.0,None
2012-11-04 22:27:00,0.0,None
2012-11-04 22:28:00,0.0,None
2012-11-04 22:29:00,0.0,None
2012-11-04 22:30:00,0.0,None
2012-11-04 22:31:00,0.0,None
2012-11-04 22:32:00,0.0,None
2012-11-04 22:33:00,0.176,Faucet
2012-11-04 22:34:00,0.36,Faucet
2012-11-04 22:35:00,0.0,None
2012-11-04 22:36:00,0.0,None
2012-11-04 22:37:00,0.3199999999999997,Faucet
2012-11-04 22:38:00,0.0,None
2012-11-04 22:39:00,0.0,None
2012-11-04 22:40:00,0.0,None
2012-11-04 22:41:00,0.0,None
2012-11-04 22:42:00,0.0,None
2012-11-04 22:43:00,0.0,None
2012-11-04 22:44:00,0.0,None
2012-11-04 22:45:00,0.0,None
2012-11-04 22:46:00,0.0,None
2012-11-04 22:47:00,0.0,None
2012-11-04 22:48:00,0.0,None
2012-11-04 22:49:00,0.0,None
2012-11-04 22:50:00,0.0,None
2012-11-04 22:51:00,0.0,None
2012-11-04 22:52:00,0.0,None
2012-11-04 22:53:00,0.0,None
2012-11-04 22:54:00,0.0,None
2012-11-04 22:55:00,0.0,None
2012-11-04 22:56:00,0.0,None
2012-11-04 22:57:00,0.0,None
2012-11-04 22:58:00,0.0,None
2012-11-04 22:59:00,0.0,None
2012-11-04 23:00:00,0.0,None
2012-11-04 23:01:00,0.0,None
2012-11-04 23:02:00,0.0,None
2012-11-04 23:03:00,0.0,None
2012-11-04 23:04:00,0.0,None
2012-11-04 23:05:00,0.0,None
2012-11-04 23:06:00,0.0,None
2012-11-04 23:07:00,0.0,None
2012-11-04 23:08:00,0.0,None
2012-11-04 23:09:00,0.0,None
2012-11-04 23:10:00,0.0,None
2012-11-04 23:11:00,0.0,None
2012-11-04 23:12:00,0.0,None
2012-11-04 23:13:00,0.0,None
2012-11-04 23:14:00,0.0,None
2012-11-04 23:15:00,0.0,None
2012-11-04 23:16:00,0.0,None
2012-11-04 23:17:00,0.0,None
2012-11-04 23:18:00,0.0,None
2012-11-04 23:19:00,0.0,None
2012-11-04 23:20:00,0.0,None
2012-11-04 23:21:00,0.0,None
2012-11-04 23:22:00,0.0036,Leak
2012-11-04 23:23:00,0.0144,Leak
2012-11-04 23:24:00,0.0,None
2012-11-04 23:25:00,0.0,None
2012-11-04 23:26:00,0.0,None
2012-11-04 23:27:00,0.0,None
2012-11-04 23:28:00,0.0,None
2012-11-04 23:29:00,0.0,None
2012-11-04 23:30:00,0.0,None
2012-11-04 23:31:00,0.0,None
2012-11-04 23:32:00,0.0,None
2012-11-04 23:33:00,0.0,None
2012-11-04 23:34:00,0.0,None
2012-11-04 23:35:00,0.0,None
2012-11-04 23:36:00,0.0,None
2012-11-04 23:37:00,0.0,None
2012-11-04 23:38:00,0.0,None
2012-11-04 23:39:00,0.0,None
2012-11-04 23:40:00,0.0,None
2012-11-04 23:41:00,0.0,None
2012-11-04 23:42:00,0.0,None
2012-11-04 23:43:00,0.0,None
2012-11-04 23:44:00,0.0,None
2012-11-04 23:45:00,0.0,None
2012-11-04 23:46:00,0.0,None
2012-11-04 23:47:00,0.0,None
2012-11-04 23:48:00,0.0,None
2012-11-04 23:49:00,0.0,None
2012-11-04 23:50:00,0.0,None
2012-11-04 23:51:00,0.0,None
2012-11-04 23:52:00,0.0,None
2012-11-04 23:53:00,0.0,None
2012-11-04 23:54:00,0.0,None
2012-11-04 23:55:00,0.0,None
2012-11-04 23:56:00,0.0,None
2012-11-04 23:57:00,0.0,None
2012-11-04 23:58:00,0.0,None
2012-11-04 23:59:00,0.0,None
2012-11-05 00:00:00,0.0,None
2012-11-05 00:01:00,0.0,None
2012-11-05 00:02:00,0.0,None
2012-11-05 00:03:00,0.0,None
2012-11-05 00:04:00,0.0,None
2012-11-05 00:05:00,0.0,None
2012-11-05 00:06:00,0.0,None
2012-11-05 00:07:00,0.0,None
2012-11-05 00:08:00,0.0,None
2012-11-05 00:09:00,0.0,None
2012-11-05 00:10:00,0.0,None
2012-11-05 00:11:00,0.0,None
2012-11-05 00:12:00,0.0,None
2012-11-05 00:13:00,0.0,None
2012-11-05 00:14:00,0.0,None
2012-11-05 00:15:00,0.0,None
2012-11-05 00:16:00,0.0,None
2012-11-05 00:17:00,0.0,None
2012-11-05 00:18:00,0.0,None
2012-11-05 00:19:00,0.0,None
2012-11-05 00:20:00,0.0,None
2012-11-05 00:21:00,0.0,None
2012-11-05 00:22:00,0.0,None
2012-11-05 00:23:00,0.0,None
2012-11-05 00:24:00,0.0,None
2012-11-05 00:25:00,0.0,None
2012-11-05 00:26:00,0.0,None
2012-11-05 00:27:00,0.0,None
2012-11-05 00:28:00,0.0,None
2012-11-05 00:29:00,0.0,None
2012-11-05 00:30:00,0.0,None
2012-11-05 00:31:00,0.0,None
2012-11-05 00:32:00,0.1429999999999998,Faucet
2012-11-05 00:33:00,0.017,Leak
2012-11-05 00:34:00,0.0,None
2012-11-05 00:35:00,0.0,None
2012-11-05 00:36:00,0.0,None
2012-11-05 00:37:00,0.0,None
2012-11-05 00:38:00,0.0,None
2012-11-05 00:39:00,0.0,None
2012-11-05 00:40:00,0.0,None
2012-11-05 00:41:00,0.0,None
2012-11-05 00:42:00,0.0,None
2012-11-05 00:43:00,0.0,None
2012-11-05 00:44:00,0.0,None
2012-11-05 00:45:00,0.0,None
2012-11-05 00:46:00,0.0,None
2012-11-05 00:47:00,0.0,None
2012-11-05 00:48:00,0.0,None
2012-11-05 00:49:00,0.0,None
2012-11-05 00:50:00,0.0,None
2012-11-05 00:51:00,0.0,None
2012-11-05 00:52:00,0.0,None
2012-11-05 00:53:00,0.0,None
2012-11-05 00:54:00,0.0,None
2012-11-05 00:55:00,0.0,None
2012-11-05 00:56:00,0.0,None
2012-11-05 00:57:00,0.0,None
2012-11-05 00:58:00,0.0,None
2012-11-05 00:59:00,0.0,None
2012-11-05 01:00:00,0.0,None
2012-11-05 01:01:00,0.0,None
2012-11-05 01:02:00,0.0,None
2012-11-05 01:03:00,0.0,None
2012-11-05 01:04:00,0.0,None
2012-11-05 01:05:00,0.0,None
2012-11-05 01:06:00,0.0,None
2012-11-05 01:07:00,0.0,None
2012-11-05 01:08:00,0.0,None
2012-11-05 01:09:00,0.0,None
2012-11-05 01:10:00,0.0,None
2012-11-05 01:11:00,0.0,None
2012-11-05 01:12:00,0.0,None
2012-11-05 01:13:00,0.0,None
2012-11-05 01:14:00,0.0,None
2012-11-05 01:15:00,0.0,None
2012-11-05 01:16:00,0.0,None
2012-11-05 01:17:00,0.0,None
2012-11-05 01:18:00,0.0,None
2012-11-05 01:19:00,0.0,None
2012-11-05 01:20:00,0.0,None
2012-11-05 01:21:00,0.0,None
2012-11-05 01:22:00,0.0,None
2012-11-05 01:23:00,0.0,None
2012-11-05 01:24:00,0.0,None
2012-11-05 01:25:00,0.0,None
2012-11-05 01:26:00,0.0,None
2012-11-05 01:27:00,0.0,None
2012-11-05 01:28:00,0.0,None
2012-11-05 01:29:00,0.0,None
2012-11-05 01:30:00,0.0,None
2012-11-05 01:31:00,0.0,None
2012-11-05 01:32:00,0.0,None
2012-11-05 01:33:00,0.0,None
2012-11-05 01:34:00,0.0,None
2012-11-05 01:35:00,0.0,None
2012-11-05 01:36:00,0.0,None
2012-11-05 01:37:00,0.0,None
2012-11-05 01:38:00,0.0,None
2012-11-05 01:39:00,0.0,None
2012-11-05 01:40:00,0.0,None
2012-11-05 01:41:00,0.0,None
2012-11-05 01:42:00,0.0,None
2012-11-05 01:43:00,0.0,None
2012-11-05 01:44:00,0.0,None
2012-11-05 01:45:00,0.0,None
2012-11-05 01:46:00,0.0,None
2012-11-05 01:47:00,0.0,None
2012-11-05 01:48:00,0.0,None
2012-11-05 01:49:00,0.0,None
2012-11-05 01:50:00,0.0,None
2012-11-05 01:51:00,0.0,None
2012-11-05 01:52:00,0.0,None
2012-11-05 01:53:00,0.0,None
2012-11-05 01:54:00,0.0,None
2012-11-05 01:55:00,0.0,None
2012-11-05 01:56:00,0.0,None
2012-11-05 01:57:00,0.0,None
2012-11-05 01:58:00,0.0,None
2012-11-05 01:59:00,0.0,None
2012-11-05 02:00:00,0.0,None
2012-11-05 02:01:00,0.0,None
2012-11-05 02:02:00,0.0,None
2012-11-05 02:03:00,0.0,None
2012-11-05 02:04:00,0.0,None
2012-11-05 02:05:00,0.0,None
2012-11-05 02:06:00,0.0,None
2012-11-05 02:07:00,0.0,None
2012-11-05 02:08:00,0.0,None
2012-11-05 02:09:00,0.0,None
2012-11-05 02:10:00,0.0,None
2012-11-05 02:11:00,0.0,None
2012-11-05 02:12:00,0.0,None
2012-11-05 02:13:00,0.0,None
2012-11-05 02:14:00,0.0,None
2012-11-05 02:15:00,0.0,None
2012-11-05 02:16:00,0.0,None
2012-11-05 02:17:00,0.0,None
2012-11-05 02:18:00,0.0,None
2012-11-05 02:19:00,0.0,None
2012-11-05 02:20:00,0.0,None
2012-11-05 02:21:00,0.0,None
2012-11-05 02:22:00,0.0,None
2012-11-05 02:23:00,0.0,None
2012-11-05 02:24:00,0.0,None
2012-11-05 02:25:00,0.0,None
2012-11-05 02:26:00,0.0,None
2012-11-05 02:27:00,0.0,None
2012-11-05 02:28:00,0.0,None
2012-11-05 02:29:00,0.0,None
2012-11-05 02:30:00,0.0,None
2012-11-05 02:31:00,0.0,None
2012-11-05 02:32:00,0.0,None
2012-11-05 02:33:00,0.0,None
2012-11-05 02:34:00,0.0,None
2012-11-05 02:35:00,0.0,None
2012-11-05 02:36:00,0.0,None
2012-11-05 02:37:00,0.0,None
2012-11-05 02:38:00,0.0,None
2012-11-05 02:39:00,0.0,None
2012-11-05 02:40:00,0.0,None
2012-11-05 02:41:00,0.0,None
2012-11-05 02:42:00,0.0,None
2012-11-05 02:43:00,0.0,None
2012-11-05 02:44:00,0.0,None
2012-11-05 02:45:00,0.0,None
2012-11-05 02:46:00,0.0,None
2012-11-05 02:47:00,0.0,None
2012-11-05 02:48:00,0.0,None
2012-11-05 02:49:00,0.0,None
2012-11-05 02:50:00,0.0,None
2012-11-05 02:51:00,0.0,None
2012-11-05 02:52:00,0.0,None
2012-11-05 02:53:00,0.0,None
2012-11-05 02:54:00,0.0,None
2012-11-05 02:55:00,0.0,None
2012-11-05 02:56:00,0.0,None
2012-11-05 02:57:00,0.0,None
2012-11-05 02:58:00,0.0,None
2012-11-05 02:59:00,0.0,None
2012-11-05 03:00:00,0.0,None
2012-11-05 03:01:00,0.0,None
2012-11-05 03:02:00,0.0,None
2012-11-05 03:03:00,0.0,None
2012-11-05 03:04:00,0.0,None
2012-11-05 03:05:00,0.0,None
2012-11-05 03:06:00,0.0,None
2012-11-05 03:07:00,0.0,None
2012-11-05 03:08:00,0.0,None
2012-11-05 03:09:00,0.0,None
2012-11-05 03:10:00,0.0,None
2012-11-05 03:11:00,0.0,None
2012-11-05 03:12:00,0.0,None
2012-11-05 03:13:00,0.0,None
2012-11-05 03:14:00,0.0,None
2012-11-05 03:15:00,0.0036,Leak
2012-11-05 03:16:00,0.0144,Leak
2012-11-05 03:17:00,0.0,None
2012-11-05 03:18:00,0.2319999999999998,Faucet
2012-11-05 03:19:00,0.016,Faucet
2012-11-05 03:20:00,0.0,None
2012-11-05 03:21:00,0.0,None
2012-11-05 03:22:00,0.0,None
2012-11-05 03:23:00,0.0,None
2012-11-05 03:24:00,0.008,Leak
2012-11-05 03:25:00,0.012,Leak
2012-11-05 03:26:00,0.004,Leak
2012-11-05 03:27:00,0.0,None
2012-11-05 03:28:00,0.0,None
2012-11-05 03:29:00,0.0,None
2012-11-05 03:30:00,0.0,None
2012-11-05 03:31:00,0.0,None
2012-11-05 03:32:00,0.0,None
2012-11-05 03:33:00,0.0,None
2012-11-05 03:34:00,0.0,None
2012-11-05 03:35:00,0.0,None
2012-11-05 03:36:00,0.0,None
2012-11-05 03:37:00,0.0,None
2012-11-05 03:38:00,0.0,None
2012-11-05 03:39:00,0.0,None
2012-11-05 03:40:00,0.0,None
2012-11-05 03:41:00,0.0,None
2012-11-05 03:42:00,0.0,None
2012-11-05 03:43:00,0.0,None
2012-11-05 03:44:00,0.0,None
2012-11-05 03:45:00,0.0,None
2012-11-05 03:46:00,0.0,None
2012-11-05 03:47:00,0.0,None
2012-11-05 03:48:00,0.0,None
2012-11-05 03:49:00,0.0,None
2012-11-05 03:50:00,0.0,None
2012-11-05 03:51:00,0.0,None
2012-11-05 03:52:00,0.0,None
2012-11-05 03:53:00,0.0,None
2012-11-05 03:54:00,0.0,None
2012-11-05 03:55:00,0.0,None
2012-11-05 03:56:00,0.0,None
2012-11-05 03:57:00,0.0,None
2012-11-05 03:58:00,0.0,None
2012-11-05 03:59:00,0.0,None
2012-11-05 04:00:00,0.0,None
2012-11-05 04:01:00,0.0,None
2012-11-05 04:02:00,0.0,None
2012-11-05 04:03:00,0.0,None
2012-11-05 04:04:00,0.0,None
2012-11-05 04:05:00,0.0,None
2012-11-05 04:06:00,0.0,None
2012-11-05 04:07:00,0.0,None
